{'dataset_root': './Food-11', 'save_dir': './outputs', 'exp_name': 'medium_baseline_deeper_cont', 'batch_size': 512, 'lr': 0.0001, 'seed': 20220013, 'loss_fn_type': 'KD', 'weight_decay': 1e-05, 'grad_norm_max': 10, 'n_epochs': 3000, 'patience': 300, 'resume': 'medium_baseline_deeper'}
device: cuda
[ Train | 001/3000 ] loss = 0.61653, acc = 0.77264
[ Valid | 075/3000 ] loss = 0.56824, acc = 0.81137
[ Train | 076/3000 ] loss = 0.60148, acc = 0.78045
[ Valid | 076/3000 ] loss = 0.57086, acc = 0.80912
[ Train | 077/3000 ] loss = 0.60229, acc = 0.77774
[ Valid | 077/3000 ] loss = 0.57079, acc = 0.81002
[ Train | 078/3000 ] loss = 0.59014, acc = 0.78365
[ Valid | 078/3000 ] loss = 0.56408, acc = 0.81340
[ Train | 079/3000 ] loss = 0.61240, acc = 0.77895
[ Valid | 079/3000 ] loss = 0.56705, acc = 0.81047
[ Train | 080/3000 ] loss = 0.61328, acc = 0.76954
[ Valid | 080/3000 ] loss = 0.56568, acc = 0.81611
[ Train | 081/3000 ] loss = 0.59494, acc = 0.78285
[ Valid | 081/3000 ] loss = 0.56306, acc = 0.81295
[ Train | 082/3000 ] loss = 0.60074, acc = 0.77875
[ Valid | 082/3000 ] loss = 0.56517, acc = 0.81250
[ Train | 083/3000 ] loss = 0.59659, acc = 0.78525
[ Valid | 083/3000 ] loss = 0.56551, acc = 0.81205
[ Train | 084/3000 ] loss = 0.59345, acc = 0.77985
[ Valid | 084/3000 ] loss = 0.56541, acc = 0.81363
[ Train | 085/3000 ] loss = 0.59086, acc = 0.78295
[ Valid | 085/3000 ] loss = 0.56391, acc = 0.81363
[ Train | 086/3000 ] loss = 0.59729, acc = 0.78525
[ Valid | 086/3000 ] loss = 0.56193, acc = 0.81318
[ Train | 087/3000 ] loss = 0.59040, acc = 0.78055
[ Valid | 087/3000 ] loss = 0.56651, acc = 0.81318
[ Train | 088/3000 ] loss = 0.59361, acc = 0.78275
[ Valid | 088/3000 ] loss = 0.56410, acc = 0.81566
[ Train | 089/3000 ] loss = 0.58766, acc = 0.78485
[ Valid | 089/3000 ] loss = 0.56782, acc = 0.81137
[ Train | 090/3000 ] loss = 0.59760, acc = 0.78645
[ Valid | 090/3000 ] loss = 0.56491, acc = 0.81047
[ Train | 091/3000 ] loss = 0.59812, acc = 0.77724
[ Valid | 091/3000 ] loss = 0.56599, acc = 0.81566
[ Train | 092/3000 ] loss = 0.60575, acc = 0.77634
[ Valid | 092/3000 ] loss = 0.56113, acc = 0.81295
[ Train | 093/3000 ] loss = 0.58538, acc = 0.78695
[ Valid | 093/3000 ] loss = 0.56848, acc = 0.81363
[ Train | 094/3000 ] loss = 0.59884, acc = 0.78155
[ Valid | 094/3000 ] loss = 0.56376, acc = 0.81182
[ Train | 095/3000 ] loss = 0.59875, acc = 0.78095
[ Valid | 095/3000 ] loss = 0.56309, acc = 0.81227
[ Train | 096/3000 ] loss = 0.59353, acc = 0.78905
[ Valid | 096/3000 ] loss = 0.56516, acc = 0.80912
[ Train | 097/3000 ] loss = 0.59369, acc = 0.78495
[ Valid | 097/3000 ] loss = 0.56055, acc = 0.81656
[ Train | 098/3000 ] loss = 0.59718, acc = 0.78405
[ Valid | 098/3000 ] loss = 0.56603, acc = 0.81160
[ Train | 099/3000 ] loss = 0.59490, acc = 0.78025
[ Valid | 099/3000 ] loss = 0.56715, acc = 0.81408
[ Train | 100/3000 ] loss = 0.59967, acc = 0.77865
[ Valid | 100/3000 ] loss = 0.56714, acc = 0.81453
[ Train | 101/3000 ] loss = 0.58886, acc = 0.78575
[ Valid | 101/3000 ] loss = 0.56337, acc = 0.81115
[ Train | 102/3000 ] loss = 0.59968, acc = 0.77975
[ Valid | 102/3000 ] loss = 0.56920, acc = 0.81318
[ Train | 103/3000 ] loss = 0.59179, acc = 0.78135
[ Valid | 103/3000 ] loss = 0.56127, acc = 0.81408
[ Train | 104/3000 ] loss = 0.60385, acc = 0.77955
[ Valid | 104/3000 ] loss = 0.56445, acc = 0.81250
[ Train | 105/3000 ] loss = 0.59138, acc = 0.78235
[ Valid | 105/3000 ] loss = 0.56262, acc = 0.81250
[ Train | 106/3000 ] loss = 0.59599, acc = 0.78545
[ Valid | 106/3000 ] loss = 0.56569, acc = 0.81408
[ Train | 107/3000 ] loss = 0.59181, acc = 0.78225
[ Valid | 107/3000 ] loss = 0.56719, acc = 0.81182
[ Train | 108/3000 ] loss = 0.59489, acc = 0.77865
[ Valid | 108/3000 ] loss = 0.56246, acc = 0.81363
[ Train | 109/3000 ] loss = 0.60165, acc = 0.78425
[ Valid | 109/3000 ] loss = 0.56127, acc = 0.81273
[ Train | 110/3000 ] loss = 0.58661, acc = 0.78695
[ Valid | 110/3000 ] loss = 0.56082, acc = 0.81273
[ Train | 111/3000 ] loss = 0.58522, acc = 0.78345
[ Valid | 111/3000 ] loss = 0.56361, acc = 0.80912
[ Train | 112/3000 ] loss = 0.58979, acc = 0.78455
[ Valid | 112/3000 ] loss = 0.56263, acc = 0.81205
[ Train | 113/3000 ] loss = 0.60133, acc = 0.78075
[ Valid | 113/3000 ] loss = 0.56262, acc = 0.81453
[ Train | 114/3000 ] loss = 0.59172, acc = 0.78875
[ Valid | 114/3000 ] loss = 0.56503, acc = 0.81273
[ Train | 115/3000 ] loss = 0.59380, acc = 0.78375
[ Valid | 115/3000 ] loss = 0.56771, acc = 0.81024
[ Train | 116/3000 ] loss = 0.59552, acc = 0.78575
[ Valid | 116/3000 ] loss = 0.56518, acc = 0.81137
[ Train | 117/3000 ] loss = 0.60003, acc = 0.78135
[ Valid | 117/3000 ] loss = 0.56338, acc = 0.81273
[ Train | 118/3000 ] loss = 0.59829, acc = 0.77804
[ Valid | 118/3000 ] loss = 0.56215, acc = 0.81385
[ Train | 119/3000 ] loss = 0.58903, acc = 0.78515
[ Valid | 119/3000 ] loss = 0.56431, acc = 0.81273
[ Train | 120/3000 ] loss = 0.59897, acc = 0.77965
[ Valid | 120/3000 ] loss = 0.56814, acc = 0.81092
[ Train | 121/3000 ] loss = 0.59488, acc = 0.78025
[ Valid | 121/3000 ] loss = 0.56608, acc = 0.81227
[ Train | 122/3000 ] loss = 0.60041, acc = 0.78045
[ Valid | 122/3000 ] loss = 0.56565, acc = 0.81115
[ Train | 123/3000 ] loss = 0.59059, acc = 0.78695
[ Valid | 123/3000 ] loss = 0.56464, acc = 0.81069
[ Train | 124/3000 ] loss = 0.58921, acc = 0.78525
[ Valid | 124/3000 ] loss = 0.56458, acc = 0.81024
[ Train | 125/3000 ] loss = 0.59733, acc = 0.77754
[ Valid | 125/3000 ] loss = 0.56292, acc = 0.81182
[ Train | 126/3000 ] loss = 0.59148, acc = 0.78015
[ Valid | 126/3000 ] loss = 0.56599, acc = 0.80979
[ Train | 127/3000 ] loss = 0.59969, acc = 0.77684
[ Valid | 127/3000 ] loss = 0.56124, acc = 0.81363
[ Train | 128/3000 ] loss = 0.59153, acc = 0.77895
[ Valid | 128/3000 ] loss = 0.56419, acc = 0.81182
[ Train | 129/3000 ] loss = 0.59314, acc = 0.78255
[ Valid | 129/3000 ] loss = 0.56356, acc = 0.81182
[ Train | 130/3000 ] loss = 0.59801, acc = 0.77734
[ Valid | 130/3000 ] loss = 0.56210, acc = 0.81318
[ Train | 131/3000 ] loss = 0.58641, acc = 0.78395
[ Valid | 131/3000 ] loss = 0.56377, acc = 0.81295
[ Train | 132/3000 ] loss = 0.59875, acc = 0.77824
[ Valid | 132/3000 ] loss = 0.56315, acc = 0.81566
[ Train | 133/3000 ] loss = 0.59896, acc = 0.78225
[ Valid | 133/3000 ] loss = 0.56227, acc = 0.81250
[ Train | 134/3000 ] loss = 0.59798, acc = 0.77854
[ Valid | 134/3000 ] loss = 0.56199, acc = 0.81182
[ Train | 135/3000 ] loss = 0.59698, acc = 0.78455
[ Valid | 135/3000 ] loss = 0.56311, acc = 0.81363
[ Train | 136/3000 ] loss = 0.59194, acc = 0.78565
[ Valid | 136/3000 ] loss = 0.56111, acc = 0.81273
[ Train | 137/3000 ] loss = 0.59364, acc = 0.78395
[ Valid | 137/3000 ] loss = 0.56053, acc = 0.81363
[ Train | 138/3000 ] loss = 0.59543, acc = 0.78165
[ Valid | 138/3000 ] loss = 0.56433, acc = 0.81273
[ Train | 139/3000 ] loss = 0.59847, acc = 0.78025
[ Valid | 139/3000 ] loss = 0.56069, acc = 0.81385
[ Train | 140/3000 ] loss = 0.59482, acc = 0.78325
[ Valid | 140/3000 ] loss = 0.56428, acc = 0.81295
[ Train | 141/3000 ] loss = 0.59577, acc = 0.78085
[ Valid | 141/3000 ] loss = 0.56164, acc = 0.81566
[ Train | 142/3000 ] loss = 0.59524, acc = 0.78125
[ Valid | 142/3000 ] loss = 0.55913, acc = 0.81385
[ Train | 143/3000 ] loss = 0.59263, acc = 0.78135
[ Valid | 143/3000 ] loss = 0.56076, acc = 0.81227
[ Train | 144/3000 ] loss = 0.59135, acc = 0.78785
[ Valid | 144/3000 ] loss = 0.56141, acc = 0.81318
[ Train | 145/3000 ] loss = 0.59672, acc = 0.77674
[ Valid | 145/3000 ] loss = 0.56073, acc = 0.81295
[ Train | 146/3000 ] loss = 0.59838, acc = 0.78235
[ Valid | 146/3000 ] loss = 0.56218, acc = 0.81250
[ Train | 147/3000 ] loss = 0.60104, acc = 0.78155
[ Valid | 147/3000 ] loss = 0.56336, acc = 0.81250
[ Train | 148/3000 ] loss = 0.59353, acc = 0.78315
[ Valid | 148/3000 ] loss = 0.56355, acc = 0.81295
[ Train | 149/3000 ] loss = 0.58993, acc = 0.78215
[ Valid | 149/3000 ] loss = 0.56326, acc = 0.81092
[ Train | 150/3000 ] loss = 0.58714, acc = 0.78775
[ Valid | 150/3000 ] loss = 0.56025, acc = 0.81385
[ Train | 151/3000 ] loss = 0.59923, acc = 0.78555
[ Valid | 151/3000 ] loss = 0.56112, acc = 0.81498
[ Train | 152/3000 ] loss = 0.59264, acc = 0.78525
[ Valid | 152/3000 ] loss = 0.56134, acc = 0.81227
[ Train | 153/3000 ] loss = 0.58958, acc = 0.78915
[ Valid | 153/3000 ] loss = 0.56125, acc = 0.81363
[ Train | 154/3000 ] loss = 0.58999, acc = 0.78735
[ Valid | 154/3000 ] loss = 0.56257, acc = 0.81273
[ Train | 155/3000 ] loss = 0.59096, acc = 0.78485
[ Valid | 155/3000 ] loss = 0.56514, acc = 0.81092
[ Train | 156/3000 ] loss = 0.59303, acc = 0.78925
[ Valid | 156/3000 ] loss = 0.56388, acc = 0.81295
[ Train | 157/3000 ] loss = 0.59051, acc = 0.78725
[ Valid | 157/3000 ] loss = 0.56105, acc = 0.81453
[ Train | 158/3000 ] loss = 0.60073, acc = 0.77834
[ Valid | 158/3000 ] loss = 0.56134, acc = 0.81340
[ Train | 159/3000 ] loss = 0.58617, acc = 0.78485
[ Valid | 159/3000 ] loss = 0.56188, acc = 0.81408
[ Train | 160/3000 ] loss = 0.59271, acc = 0.78265
[ Valid | 160/3000 ] loss = 0.56304, acc = 0.81476
[ Train | 161/3000 ] loss = 0.60095, acc = 0.78265
[ Valid | 161/3000 ] loss = 0.56380, acc = 0.81318
[ Train | 162/3000 ] loss = 0.59692, acc = 0.77744
[ Valid | 162/3000 ] loss = 0.56365, acc = 0.81227
[ Train | 163/3000 ] loss = 0.58809, acc = 0.78315
[ Valid | 163/3000 ] loss = 0.56373, acc = 0.81408
[ Train | 164/3000 ] loss = 0.59555, acc = 0.78485
[ Valid | 164/3000 ] loss = 0.56202, acc = 0.81137
[ Train | 165/3000 ] loss = 0.59768, acc = 0.77794
[ Valid | 165/3000 ] loss = 0.56199, acc = 0.81408
[ Train | 166/3000 ] loss = 0.58648, acc = 0.78905
[ Valid | 166/3000 ] loss = 0.56383, acc = 0.81385
[ Train | 167/3000 ] loss = 0.58804, acc = 0.78935
[ Valid | 167/3000 ] loss = 0.56282, acc = 0.81273
[ Train | 168/3000 ] loss = 0.58826, acc = 0.78405
[ Valid | 168/3000 ] loss = 0.56305, acc = 0.81182
[ Train | 169/3000 ] loss = 0.59236, acc = 0.78515
[ Valid | 169/3000 ] loss = 0.56258, acc = 0.81273
[ Train | 170/3000 ] loss = 0.58488, acc = 0.78695
[ Valid | 170/3000 ] loss = 0.56129, acc = 0.81295
[ Train | 171/3000 ] loss = 0.60520, acc = 0.78255
[ Valid | 171/3000 ] loss = 0.56321, acc = 0.81250
[ Train | 172/3000 ] loss = 0.58603, acc = 0.78285
[ Valid | 172/3000 ] loss = 0.56217, acc = 0.81363
[ Train | 173/3000 ] loss = 0.60083, acc = 0.77875
[ Valid | 173/3000 ] loss = 0.55962, acc = 0.81521
[ Train | 174/3000 ] loss = 0.59040, acc = 0.78715
[ Valid | 174/3000 ] loss = 0.56126, acc = 0.81498
[ Train | 175/3000 ] loss = 0.58871, acc = 0.78255
[ Valid | 175/3000 ] loss = 0.56165, acc = 0.81363
[ Train | 176/3000 ] loss = 0.59594, acc = 0.77995
[ Valid | 176/3000 ] loss = 0.56067, acc = 0.81588
[ Train | 177/3000 ] loss = 0.58668, acc = 0.78745
[ Valid | 177/3000 ] loss = 0.56093, acc = 0.81566
[ Train | 178/3000 ] loss = 0.58726, acc = 0.78165
[ Valid | 178/3000 ] loss = 0.56211, acc = 0.81182
[ Train | 179/3000 ] loss = 0.58337, acc = 0.78925
[ Valid | 179/3000 ] loss = 0.56311, acc = 0.81385
[ Train | 180/3000 ] loss = 0.58972, acc = 0.78805
[ Valid | 180/3000 ] loss = 0.56315, acc = 0.81295
[ Train | 181/3000 ] loss = 0.59935, acc = 0.77834
[ Valid | 181/3000 ] loss = 0.56508, acc = 0.81273
[ Train | 182/3000 ] loss = 0.58936, acc = 0.78425
[ Valid | 182/3000 ] loss = 0.56273, acc = 0.81250
[ Train | 183/3000 ] loss = 0.59199, acc = 0.78715
[ Valid | 183/3000 ] loss = 0.56305, acc = 0.81273
[ Train | 184/3000 ] loss = 0.58864, acc = 0.78545
[ Valid | 184/3000 ] loss = 0.56159, acc = 0.81205
[ Train | 185/3000 ] loss = 0.59343, acc = 0.78665
[ Valid | 185/3000 ] loss = 0.56126, acc = 0.81182
[ Train | 186/3000 ] loss = 0.59459, acc = 0.78365
[ Valid | 186/3000 ] loss = 0.56167, acc = 0.81363
[ Train | 187/3000 ] loss = 0.59411, acc = 0.78055
[ Valid | 187/3000 ] loss = 0.56281, acc = 0.81453
[ Train | 188/3000 ] loss = 0.59520, acc = 0.78495
[ Valid | 188/3000 ] loss = 0.56247, acc = 0.81182
[ Train | 189/3000 ] loss = 0.59940, acc = 0.77925
[ Valid | 189/3000 ] loss = 0.56173, acc = 0.81385
[ Train | 190/3000 ] loss = 0.59184, acc = 0.78005
[ Valid | 190/3000 ] loss = 0.56068, acc = 0.81363
[ Train | 191/3000 ] loss = 0.58973, acc = 0.78305
[ Valid | 191/3000 ] loss = 0.56265, acc = 0.81295
[ Train | 192/3000 ] loss = 0.59367, acc = 0.78775
[ Valid | 192/3000 ] loss = 0.56316, acc = 0.81205
[ Train | 193/3000 ] loss = 0.59238, acc = 0.78465
[ Valid | 193/3000 ] loss = 0.56138, acc = 0.81340
[ Train | 194/3000 ] loss = 0.59648, acc = 0.77744
[ Valid | 194/3000 ] loss = 0.56063, acc = 0.81521
[ Train | 195/3000 ] loss = 0.59421, acc = 0.78395
[ Valid | 195/3000 ] loss = 0.56173, acc = 0.81250
[ Train | 196/3000 ] loss = 0.58408, acc = 0.78305
[ Valid | 196/3000 ] loss = 0.56358, acc = 0.81227
[ Train | 197/3000 ] loss = 0.58933, acc = 0.78445
[ Valid | 197/3000 ] loss = 0.56266, acc = 0.81273
[ Train | 198/3000 ] loss = 0.59499, acc = 0.77975
[ Valid | 198/3000 ] loss = 0.56230, acc = 0.81250
[ Train | 199/3000 ] loss = 0.59411, acc = 0.77865
[ Valid | 199/3000 ] loss = 0.56163, acc = 0.81115
[ Train | 200/3000 ] loss = 0.59363, acc = 0.77885
[ Valid | 200/3000 ] loss = 0.56203, acc = 0.81205
[ Train | 201/3000 ] loss = 0.58303, acc = 0.78335
[ Valid | 201/3000 ] loss = 0.56154, acc = 0.81115
[ Train | 202/3000 ] loss = 0.60247, acc = 0.78065
[ Valid | 202/3000 ] loss = 0.56447, acc = 0.81115
[ Train | 203/3000 ] loss = 0.59334, acc = 0.78405
[ Valid | 203/3000 ] loss = 0.56224, acc = 0.81250
[ Train | 204/3000 ] loss = 0.58484, acc = 0.78445
[ Valid | 204/3000 ] loss = 0.56213, acc = 0.81408
[ Train | 205/3000 ] loss = 0.58866, acc = 0.78695
[ Valid | 205/3000 ] loss = 0.56133, acc = 0.81385
[ Train | 206/3000 ] loss = 0.59759, acc = 0.78425
[ Valid | 206/3000 ] loss = 0.56196, acc = 0.81295
[ Train | 207/3000 ] loss = 0.59050, acc = 0.78265
[ Valid | 207/3000 ] loss = 0.56229, acc = 0.81363
[ Train | 208/3000 ] loss = 0.58988, acc = 0.78765
[ Valid | 208/3000 ] loss = 0.56379, acc = 0.81476
[ Train | 209/3000 ] loss = 0.58832, acc = 0.78555
[ Valid | 209/3000 ] loss = 0.56098, acc = 0.81543
[ Train | 210/3000 ] loss = 0.58711, acc = 0.78585
[ Valid | 210/3000 ] loss = 0.56191, acc = 0.81656
[ Train | 211/3000 ] loss = 0.58548, acc = 0.77935
[ Valid | 211/3000 ] loss = 0.56116, acc = 0.81543
[ Train | 212/3000 ] loss = 0.58378, acc = 0.78475
[ Valid | 212/3000 ] loss = 0.56192, acc = 0.81453
[ Train | 213/3000 ] loss = 0.59285, acc = 0.78235
[ Valid | 213/3000 ] loss = 0.56148, acc = 0.81318
